@relation final
@attribute x_tot numeric
@attribute y_tot numeric
@data
0.0541781233623624,0.0198822328820825
0.649554803734645,0.954693912062794
0.435133398044854,0.922892228933051
0.946733294520527,0.103777195094153
0.669918864499778,0.894786111544818
0.105260714190081,0.88222981011495
0.801992590306327,0.278055720031261
0.0123339085839689,0.244134947890416
0.195267978124321,0.80011691339314
0.961771331727505,0.795453575905412
0.390322168823332,0.208413542248309
0.00217343424446881,0.560574997682124
0.198951432481408,0.529445533640683
0.338661968940869,0.0341940561775118
0.361051368992776,0.0572111047804356
0.679126225877553,0.447837133193389
0.593035207595676,0.212529924232513
0.235265580704436,0.657848644768819
0.381289804819971,0.0716453494969755
0.251327170291916,0.510315371677279
0.907483688322827,0.448306522332132
0.388550917385146,0.73197350720875
0.897469606250525,0.264360284432769
0.328035114798695,0.242656069109216
0.79281719122082,0.253532214090228
0.544933627359569,0.0889827713835984
0.283487291540951,0.167807319201529
0.485024956986308,0.0139143075793982
0.912103690905496,0.286116442643106
0.447412145789713,0.557020569918677
0.780806943541393,0.74989846884273
0.681150733260438,0.205034561222419
0.386133878258988,0.924839953426272
0.819634336745366,0.785873460583389
0.850771525874734,0.630344653734937
0.559580929111689,0.125575268175453
0.24589645001106,0.531459791352972
0.249443726846948,0.652677361387759
0.271402783924714,0.333762878319249
0.0329238770063967,0.581216781865805
0.728804076788947,0.208367227809504
0.431857890216634,0.75213941023685
0.320895863929763,0.218975948635489
0.97743867803365,0.451601077802479
0.315226945094764,0.825159659842029
0.953087706584483,0.382638833485544
0.653622218407691,0.395281787728891
0.345574631821364,0.917962290346622
0.19020366249606,0.162573549197987
0.651929064188153,0.0152144117746502
0.341883243760094,0.689149948768318
0.816097653005272,0.658650752156973
0.287818267941475,0.849633340490982
0.413494797656313,0.408031953498721
0.600376722868532,0.97781692398712
0.990459819789976,0.534389695851132
0.367269728332758,0.802811536006629
0.992871914990246,0.460201977053657
0.122601747512817,0.533540853997692
0.0950897079892457,0.859819929115474
0.388171301223338,0.641355431871489
0.187413731124252,0.156011334387586
0.4952028892003,0.0361668330151588
0.670906245242804,0.254086750792339
0.763854988152161,0.563969148090109
0.574722391786054,0.851500645512715
0.828707575798035,0.0782815755810589
0.697945676045492,0.789760618237779
0.17499782028608,0.679444234585389
0.506215543253347,0.807193335145712
0.345766637241468,0.0747998876031488
0.145714769372717,0.347999542951584
0.812084229430184,0.331378670642152
0.88919173926115,0.799094720277935
0.394310855073854,0.343856129795313
0.345087504712865,0.0902886185795069
0.141465039225295,0.361857246141881
0.852858875179663,0.802189560607076
0.973269365727901,0.868498584721237
0.969819493358955,0.814465457340702
0.209333797218278,0.552927866810933
0.503766361856833,0.277243096847087
0.539782820036635,0.425960341235623
0.448504748055711,0.239132621092722
0.0675172440242022,0.812072703614831
0.575367095181718,0.967013536486775
0.892324848566204,0.726243301527575
0.308631070191041,0.363128608558327
0.910716915503144,0.474856757093221
0.432160301832482,0.206010238267481
0.342511876486242,0.967339075170457
0.238967311102897,0.676134211476892
0.965479434467852,0.966952561866492
0.530834823613986,0.73665029858239
0.67179883713834,0.889794774586335
0.0724401643965393,0.594188108108938
0.749111043522134,0.022160584339872
0.227870012866333,0.938675318378955
0.894943418214098,0.153872519964352
0.881202140124515,0.349013322964311
3.79180769342929,0.523593804100528
3.29011319577694,0.595905171474442
3.48582789278589,0.7877090445254
3.45418260549195,0.958089751657099
3.12834718637168,0.60990189993754
3.20584896020591,0.798963303212076
3.73846876062453,0.839810914825648
3.68127355189063,0.0950052384287119
3.00693571567535,0.385640748310834
3.94529644562863,0.0381824721116573
3.78034809837118,0.177061293972656
3.48147776187398,0.192360925022513
3.95412224764004,0.424004201544449
3.20200956333429,0.526879247743636
3.73859800538048,0.25712816324085
3.60502884862944,0.761711093597114
3.56791546265595,0.793769186595455
3.26205852418207,0.984590897336602
3.2826440371573,0.055336725898087
3.76111430861056,0.940350954886526
3.26295083691366,0.577162476023659
3.47292390791699,0.402228616410866
3.68978498270735,0.165189328137785
3.41885944432579,0.517943196929991
3.90160589246079,0.658775494899601
3.5675856412854,0.993808342143893
3.97780119325034,0.358649302972481
3.81557959527709,0.568524482427165
3.72118536778726,0.691304701380432
3.07753815455362,0.0106951117049903
3.14829422486946,0.670811526942998
3.91336599225178,0.386031892849132
3.45856309821829,0.194929259363562
3.60384040721692,0.988779725972563
3.65225181612186,0.306875646580011
3.07962875603698,0.0769444515462965
3.32781147980131,0.895871101412922
3.99126006895676,0.454273508163169
3.94413609500043,0.0963547946885228
3.80288207251579,0.724984199041501
3.81853025592864,0.254491470986977
3.55368944909424,0.707369189476594
3.68113027885556,0.340058800531551
3.42651806329377,0.979099066462368
3.73528127628379,0.174090111395344
3.86139333178289,0.44636566285044
3.93642471940257,0.955247721169144
3.42781404545531,0.780906134750694
3.73222781415097,0.338215690804645
3.09856073046103,0.790807902812958
3.10437206411734,0.859758002217859
3.10780469141901,0.489050110802054
3.62307054060511,0.571025918936357
3.85822888906114,0.833223707042634
3.39737974130549,0.947290188865736
3.83714577718638,0.356941075762734
3.91090623778291,0.187476807041094
3.25779786519706,0.2507553845644
3.4831502083689,0.720026968512684
3.4813843187876,0.78006885596551
3.42162458598614,0.379948446294293
